turn	ele_ex	ele_ey	ele_ez	pro_ex	pro_ey	pro_ez
0.0	2.0428842304874772e-8	1.6115669894774362e-9	3.849936673285857e-6	1.1281162183209662e-8	1.0034722142894757e-9	3.959845975238462e-5
1.0	2.1016265949642088e-8	1.6258880564493255e-9	3.8499361732334525e-6	1.1285035579023616e-8	1.0061866922995033e-9	3.9598459955516975e-5
2.0	2.1107573629478797e-8	1.623768974538392e-9	3.8499377738545486e-6	1.1298071117383279e-8	1.005803634032393e-9	3.959845982046919e-5
3.0	2.0953943217931256e-8	1.6334297189744511e-9	3.849937127380832e-6	1.1320265446607875e-8	1.0086839866431227e-9	3.9598459356485056e-5
4.0	2.0796693164699282e-8	1.6443813120542223e-9	3.84993709534348e-6	1.1331944384377853e-8	1.0089656451352972e-9	3.959845982016468e-5
5.0	2.1451898112839654e-8	1.6368310862149817e-9	3.849936929220257e-6	1.1343339645383125e-8	1.0092073452111915e-9	3.9598459272948756e-5
6.0	2.2016308310142542e-8	1.643785840002838e-9	3.849937285389211e-6	1.1356411768537816e-8	1.0107892982182471e-9	3.959845955720365e-5
7.0	2.1602421206968172e-8	1.6381121823740251e-9	3.849937124223501e-6	1.136274153946791e-8	1.0098333681719957e-9	3.959845921086008e-5
8.0	2.142274236963897e-8	1.639469659645415e-9	3.849937035751191e-6	1.1357916574449914e-8	1.0117427753559258e-9	3.959845959624167e-5
9.0	2.1835249955882177e-8	1.6487692410557805e-9	3.849937286560045e-6	1.1351900014723872e-8	1.0109844301338517e-9	3.9598459949112606e-5
10.0	2.253749686957045e-8	1.6439967731713226e-9	3.849937002091406e-6	1.1334876947425916e-8	1.0126957392181438e-9	3.959845938635625e-5
11.0	2.2353639087690267e-8	1.6492380473689556e-9	3.849937126279266e-6	1.1315453211427738e-8	1.0126097483617022e-9	3.959845998236764e-5
12.0	2.187487586578578e-8	1.6519859317730625e-9	3.8499371239677846e-6	1.1305026681051184e-8	1.0131323827225434e-9	3.959845912021697e-5
13.0	2.2004918106878936e-8	1.648546007304353e-9	3.849937835922424e-6	1.1296459414221316e-8	1.0135052823958995e-9	3.9598459729851866e-5
14.0	2.2426240139711317e-8	1.653419766515867e-9	3.8499372477890505e-6	1.1290455593876407e-8	1.01306785679775e-9	3.959845925776943e-5
