tag	scheme	nslices	deposit	gridmode	seed	turns	npart	grid	growth_ele_ey	growth_ele_ex	growth_pro_ey	growth_pro_ex	final_ratio_ele_ey	final_ratio_pro_ey	boundary_cross_fraction	elapsed_s
hybrid_n15_cic_s3	linear	15	CIC	slice_pair	3	800	30000	64	6.830794230925222e-5	1.8113451621238908e-5	2.48288883947111e-6	8.944027282684214e-7	1.0773446135579738	1.0090392818450329	0.469838	954.0198819637299
