# Kick-error systematic/fluctuation split, 81x81 field grid +-4 sigma,
# median over field points, normalized by peak exact kick.
# R independent source realizations per row.
family	grid	deposit	n_macro	R	bias	fluctuation	total_median	bias_floor_bootstrap	bias_floor_rayleigh	bias_floor_bootstrap_uncentered
round	64	CIC	100000	100	0.00048790740534465404	0.001341030046723507	0.001178955192835435	0.00010345798264625033	0.00011164807491006785	0.0001162406314352907
round	64	TSC	100000	100	0.0005374121313628677	0.001323966859292372	0.0011788346083312455	0.00010192505970270269	0.00011022747137238392	0.0001174172346685676
round	128	CIC	100000	100	0.00017031456312554977	0.0014081242264572182	0.0011557834746613075	0.00010773924269113957	0.00011723403178198232	0.00011059715301382517
round	128	TSC	100000	100	0.00017976501133902322	0.0013955916083355294	0.0011463997667763546	0.00010694259081988998	0.00011619062288127326	0.00011012198364349071
round	256	CIC	100000	100	0.00012862777521056642	0.0014717753121568087	0.001209005279948538	0.00011228065498213028	0.0001225333322724211	0.00011387028697380796
round	256	TSC	100000	100	0.0001299300378573962	0.0014607885236457752	0.0011960614689661808	0.00011161361050839383	0.00012161862212875357	0.00011303004323238387
flat11	64	CIC	100000	100	0.0013645813009452283	0.002506506287471533	0.002453824689524903	0.00016887822135798486	0.00020868033675301866	0.00020783709662488187
flat11	64	TSC	100000	100	0.0018676732837256602	0.002421658597000541	0.0026521230348365956	0.0001615342334610396	0.00020161630315824813	0.00022748957519068319
flat11	128	CIC	100000	100	0.0003268261649510456	0.002816314565939127	0.0023381294500795444	0.0001914346209471273	0.000234473567834321	0.00019297727255344048
flat11	128	TSC	100000	100	0.0004231050970010148	0.002753505627816875	0.002311889022918733	0.0001866440861273029	0.00022924438072876107	0.00019359826137031104
flat11	256	CIC	100000	100	0.0001792936076273653	0.003015795305038305	0.0025005777337829375	0.00020677029246134632	0.0002510814287517376	0.00020546493833216466
flat11	256	TSC	100000	100	0.00017472583428304524	0.0029795718719230024	0.0024604209224163647	0.0002035031073805873	0.0002480656301245269	0.00020350347677066042
