# Octopus per-turn geometric emittance, aspect=1.0 xi=0.005
turn	ex	ey
4184	2.0436725927912402e-8	2.0431288519873203e-8
4192	2.043671983787564e-8	2.043218931140048e-8
4200	2.043616726662717e-8	2.043243375979897e-8
4208	2.0435577422337595e-8	2.043212882157777e-8
4216	2.0435458386562932e-8	2.043354066787951e-8
4224	2.0436137787419942e-8	2.0431853223720327e-8
4232	2.0436887789682613e-8	2.043185474087044e-8
4240	2.0436865982327392e-8	2.0431369009250322e-8
4248	2.043632370557369e-8	2.0433168916275484e-8
4256	2.0435976790711785e-8	2.043292829549499e-8
4264	2.0436209410447532e-8	2.0432587394643105e-8
4272	2.043714186190231e-8	2.0432391007514224e-8
4280	2.043785635682973e-8	2.0431137275559746e-8
4288	2.043760993781347e-8	2.043210888416108e-8
4296	2.0436915780543156e-8	2.0432734458847203e-8
4304	2.0436565776854547e-8	2.0433519834392312e-8
4312	2.043697924777124e-8	2.0433127732582242e-8
4320	2.04380028420864e-8	2.043143835165181e-8
4328	2.043879120729626e-8	2.0431430303959925e-8
4336	2.0438397162045713e-8	2.0432181954525907e-8
4344	2.0437209047643777e-8	2.043326106278152e-8
4352	2.043655084223973e-8	2.0433690303882784e-8
4360	2.0437087506500448e-8	2.04331224667413e-8
4368	2.0438151412778606e-8	2.043187404065535e-8
4376	2.04387562623649e-8	2.0430139816073754e-8
4384	2.043823281977552e-8	2.043200772539723e-8
4392	2.0436986190487326e-8	2.0433465461206675e-8
4400	2.0436372208687985e-8	2.0433752248517733e-8
4408	2.0436976957485642e-8	2.0433857947421476e-8
4416	2.043856301668587e-8	2.0431723480633882e-8
4424	2.0439497655321394e-8	2.0430408561624596e-8
4432	2.0438574499011443e-8	2.0431035755253702e-8
4440	2.0436757113876937e-8	2.0433060762264233e-8
4448	2.0435693597646234e-8	2.04342304324614e-8
4456	2.043644335456271e-8	2.0433687394515335e-8
4464	2.0438284549764126e-8	2.0432556399655326e-8
4472	2.043962954819855e-8	2.0430048859543952e-8
4480	2.0439076169100416e-8	2.0430078296037337e-8
4488	2.0437040714987528e-8	2.043271742690311e-8
4496	2.0435320429422517e-8	2.0434925640116354e-8
4504	2.0435646226033248e-8	2.043356545186008e-8
4512	2.0437956031699682e-8	2.0432519637913976e-8
4520	2.0439962852550534e-8	2.0430198134065396e-8
4528	2.043960478472908e-8	2.042998586701813e-8
4536	2.0437460089972376e-8	2.043140144145218e-8
4544	2.0435328955583938e-8	2.0434396817155597e-8
4552	2.043500418091231e-8	2.0435065752639776e-8
4560	2.0437132681909842e-8	2.0430962633929692e-8
4568	2.0439847027667945e-8	2.042992114640385e-8
4576	2.0440637912891907e-8	2.0428446891918146e-8
4584	2.0438703964394838e-8	2.0431638253158416e-8
4592	2.0436045128858546e-8	2.043293543622416e-8
4600	2.0435115935386856e-8	2.0434369165969235e-8
4608	2.043664410921739e-8	2.0432833432415344e-8
4616	2.0439147549746653e-8	2.0428080267305567e-8
4624	2.044032113283858e-8	2.042825145340666e-8
4632	2.043893480587608e-8	2.0428883051964994e-8
4640	2.0436168740505858e-8	2.0432051331438666e-8
4648	2.0434767658369162e-8	2.0433073614494966e-8
4656	2.0436008287520286e-8	2.0432375277800103e-8
4664	2.0438673913369878e-8	2.0429999370004523e-8
4672	2.044062775762626e-8	2.0427361919962435e-8
4680	2.0440095562269775e-8	2.0428314167014516e-8
4688	2.0437459575469566e-8	2.042956438983534e-8
4696	2.0435352905995536e-8	2.0432149581077663e-8
4704	2.0435822322052244e-8	2.0432309959805057e-8
4712	2.043805711246438e-8	2.043024937044249e-8
4720	2.044014387290387e-8	2.0427880795811833e-8
4728	2.044047893399697e-8	2.0427154972588817e-8
4736	2.043854154711767e-8	2.0428512990337777e-8
4744	2.0436140724639707e-8	2.0430520904085515e-8
4752	2.0435455419425966e-8	2.043217634580774e-8
4760	2.0436771685023195e-8	2.043119922472046e-8
4768	2.043867445740212e-8	2.0427780657274875e-8
4776	2.0439485643245682e-8	2.042656279546481e-8
4784	2.043832021226703e-8	2.0427031410046415e-8
4792	2.0436058424610146e-8	2.042985944046885e-8
4800	2.04349611961445e-8	2.0430569255551472e-8
4808	2.043561669690828e-8	2.0431069392595455e-8
4816	2.0437424510014098e-8	2.0429116939711366e-8
4824	2.0439042673168664e-8	2.0426653353897605e-8
4832	2.0438895397448864e-8	2.0426791013618104e-8
4840	2.0437040812289412e-8	2.0429306376660737e-8
4848	2.0435633082644327e-8	2.0430680989605947e-8
4856	2.0435601629572012e-8	2.042994568014392e-8
4864	2.0436770538410414e-8	2.0429652192096845e-8
4872	2.043852143933449e-8	2.042850967532029e-8
4880	2.043943875928845e-8	2.042727267629192e-8
4888	2.0438428314041034e-8	2.042904193577287e-8
4896	2.04368190056186e-8	2.0430474039973844e-8
4904	2.043608194064466e-8	2.0429885379582706e-8
4912	2.0436546056394217e-8	2.0429623721806627e-8
4920	2.0437969516828618e-8	2.0429131091817113e-8
4928	2.0439003694132753e-8	2.04285605619747e-8
4936	2.043876135522051e-8	2.0427835161762563e-8
4944	2.0437567031520232e-8	2.0429405128460862e-8
4952	2.043656140121558e-8	2.042968699590085e-8
4960	2.043628943020376e-8	2.0429788048338907e-8
4968	2.0437212866102198e-8	2.0428255398345303e-8
4976	2.0438580913537422e-8	2.0427926147605135e-8
4984	2.0438520156640365e-8	2.0427381273958398e-8
4992	2.0437305863034598e-8	2.042791686415757e-8
5000	2.0436202162910882e-8	2.0428865919915573e-8
5008	2.0435668087019776e-8	2.042930845527156e-8
5016	2.0436073277043783e-8	2.042969871055592e-8
5024	2.0437189241593583e-8	2.042655765871221e-8
5032	2.0437771551592696e-8	2.042639120505613e-8
5040	2.043700887330503e-8	2.0428065754081253e-8
5048	2.0435773663031807e-8	2.0428956406449302e-8
5056	2.043515907903991e-8	2.042890091252781e-8
5064	2.043584813282419e-8	2.042922570477947e-8
5072	2.0437191990250652e-8	2.0428900534978517e-8
5080	2.043801723016293e-8	2.0425893324055164e-8
5088	2.043761682892463e-8	2.0427097690232494e-8
5096	2.0436685249593096e-8	2.0429793165910552e-8
5104	2.0435851356927426e-8	2.0428999921423735e-8
5112	2.0436220671831166e-8	2.0429127458329354e-8
5120	2.043757976594526e-8	2.0428278028475886e-8
5128	2.0438460925176215e-8	2.0427846758312337e-8
5136	2.0437817670292934e-8	2.04270364672091e-8
5144	2.043678826929706e-8	2.0428188055206004e-8
5152	2.0436286651401212e-8	2.0429779354355132e-8
5160	2.0436386798235378e-8	2.042894668723629e-8
5168	2.0437353524054592e-8	2.0428267488675974e-8
5176	2.0438485582877547e-8	2.0427399377092113e-8
5184	2.0438592632741388e-8	2.0428176243023774e-8
5192	2.0437542501283836e-8	2.0429136725361893e-8
5200	2.043689100408373e-8	2.0428932014095845e-8
5208	2.0436991622988044e-8	2.042941353946141e-8
5216	2.0437655885302935e-8	2.0428353015738914e-8
5224	2.043837372686758e-8	2.0426933482891376e-8
5232	2.0438406120299392e-8	2.042739724399416e-8
5240	2.0437711656515697e-8	2.042881331831548e-8
5248	2.043717033580693e-8	2.0430265272409823e-8
5256	2.0437578651574703e-8	2.0429105209886014e-8
5264	2.0438631568759357e-8	2.0427976493217642e-8
5272	2.043945469581804e-8	2.0427074492893348e-8
5280	2.0438911950708056e-8	2.0427239923585285e-8
5288	2.0437509713363267e-8	2.0428176467554255e-8
5296	2.0436701792435278e-8	2.0429827339178286e-8
5304	2.0437120643107272e-8	2.0430197519011347e-8
5312	2.0438632742835567e-8	2.0427751053323867e-8
5320	2.0440065675414934e-8	2.0425709817164174e-8
5328	2.0439810523669764e-8	2.0427309880285145e-8
5336	2.043810267620765e-8	2.0428994130311412e-8
5344	2.043663574205836e-8	2.0429853871287118e-8
5352	2.0436519487390505e-8	2.043106577221455e-8
5360	2.0437686132480562e-8	2.0429056709682523e-8
5368	2.043925184230062e-8	2.0425768609975056e-8
5376	2.0439202844298232e-8	2.0425932610327564e-8
5384	2.0437365232020092e-8	2.0428814920782125e-8
5392	2.0435728353915556e-8	2.043048995617874e-8
5400	2.043569885538267e-8	2.043090360731064e-8
5408	2.043705573460549e-8	2.0430767229613937e-8
5416	2.0438893743272345e-8	2.042650821501195e-8
5424	2.0439397046280354e-8	2.042546012186358e-8
5432	2.0437875660614803e-8	2.042830695207345e-8
5440	2.0435870334386588e-8	2.0430043847177362e-8
5448	2.043544662576097e-8	2.0430984437419346e-8
5456	2.043701735690554e-8	2.0430767199092988e-8
5464	2.043920387303567e-8	2.0429444082593905e-8
5472	2.0439894153980835e-8	2.042547105129521e-8
5480	2.0438705760111806e-8	2.042735905055272e-8
5488	2.0437032426704064e-8	2.0430361153075368e-8
5496	2.0435990072026234e-8	2.043077992346863e-8
5504	2.043693234898718e-8	2.0430905080456664e-8
5512	2.0439534120498282e-8	2.0429981816823996e-8
5520	2.044095005444407e-8	2.042825202469137e-8
5528	2.043979172387648e-8	2.0427346598302615e-8
5536	2.04378247978817e-8	2.042929463534925e-8
5544	2.04366780568704e-8	2.043147172961128e-8
5552	2.043700440103054e-8	2.0431751316439833e-8
5560	2.043901565414775e-8	2.0429979048005984e-8
5568	2.044069485531328e-8	2.042808340674574e-8
5576	2.044000791004578e-8	2.0428686824409514e-8
5584	2.0437803487282825e-8	2.042923365919936e-8
5592	2.0436098486721496e-8	2.0430239692555864e-8
5600	2.043614797064118e-8	2.0431703496773106e-8
5608	2.0437834635580904e-8	2.0430675908863684e-8
5616	2.0439670609924848e-8	2.0427690741721106e-8
5624	2.0439489174788384e-8	2.0428431526366448e-8
5632	2.043758796673904e-8	2.042991603240789e-8
5640	2.0435831664247258e-8	2.0430578323439753e-8
5648	2.0435568221781886e-8	2.0430287116918962e-8
5656	2.043720789648815e-8	2.0430090775794946e-8
5664	2.043937922312025e-8	2.0428457976619736e-8
5672	2.0439618310553788e-8	2.0427658008614222e-8
5680	2.0438068124888843e-8	2.0429610398557734e-8
5688	2.0436682577575863e-8	2.0431260427422265e-8
5696	2.043648614052903e-8	2.0430718567594107e-8
5704	2.0437607724121156e-8	2.0429168883996298e-8
5712	2.0439377103022506e-8	2.0428086639479223e-8
5720	2.043985684495715e-8	2.0427824659599448e-8
5728	2.043832315808594e-8	2.042945511172434e-8
5736	2.0436659829033878e-8	2.0430061180561694e-8
5744	2.0436586237701893e-8	2.0430472009200402e-8
5752	2.0437768239524506e-8	2.0429516161262083e-8
5760	2.043916264268574e-8	2.0427865655302304e-8
5768	2.0439729055691787e-8	2.0427084645556557e-8
5776	2.0438839904140362e-8	2.0428796078654945e-8
5784	2.0437140288137505e-8	2.043120729695895e-8
5792	2.043646852359316e-8	2.0429495561640935e-8
5800	2.0437473377470173e-8	2.042908224470409e-8
5808	2.043896197298167e-8	2.0428951031601692e-8
5816	2.0439309208311148e-8	2.042756146358213e-8
5824	2.043844118263138e-8	2.042796096953477e-8
5832	2.0437333018773036e-8	2.043031224483325e-8
5840	2.0437006090308553e-8	2.0431330269736982e-8
5848	2.0437968349603274e-8	2.0428560540440682e-8
5856	2.043939335216331e-8	2.0429460061316204e-8
5864	2.0439705203275233e-8	2.0429211269911636e-8
5872	2.0438666525274632e-8	2.0428857564114756e-8
5880	2.043761709252923e-8	2.0429657402546365e-8
5888	2.0437430982563706e-8	2.0431123603310747e-8
5896	2.0438148845007607e-8	2.0430562594855776e-8
5904	2.0439118725494846e-8	2.042846469913064e-8
5912	2.0439180548789913e-8	2.0430110233281626e-8
5920	2.0438133094370277e-8	2.0429731642295302e-8
5928	2.0437134482396142e-8	2.0430630337410513e-8
5936	2.0437370437525222e-8	2.0430269851048907e-8
5944	2.043850093718399e-8	2.0430063466014474e-8
5952	2.0439272637828643e-8	2.0430069565240763e-8
5960	2.043917139567132e-8	2.0428577638638068e-8
5968	2.0438296382000053e-8	2.0430900530415844e-8
5976	2.043750683060666e-8	2.043062733523743e-8
5984	2.0437707954621805e-8	2.0430705387751806e-8
5992	2.043868092350354e-8	2.042895770157336e-8
6000	2.0439367632792953e-8	2.042859410189425e-8
6008	2.043909429876499e-8	2.0429802491169837e-8
6016	2.043811141623438e-8	2.0430123714106933e-8
6024	2.043745297174313e-8	2.0431251518548035e-8
6032	2.0438015942514457e-8	2.0430459530245996e-8
6040	2.0438999767472262e-8	2.0429653934663125e-8
6048	2.0439345269504095e-8	2.04289538058419e-8
6056	2.0438651269405178e-8	2.0428548993880077e-8
6064	2.0437575614810607e-8	2.0431176722136334e-8
6072	2.0437072344342967e-8	2.0431492119754727e-8
6080	2.043787027608138e-8	2.0430619915563475e-8
6088	2.043928366726248e-8	2.0429444893792438e-8
6096	2.043972179996976e-8	2.043016436535218e-8
6104	2.0438876030948035e-8	2.0429563296560943e-8
6112	2.043730214563475e-8	2.0430862523193023e-8
6120	2.043635209204331e-8	2.0431920611619646e-8
6128	2.043706269539626e-8	2.043147049501777e-8
6136	2.043865055117663e-8	2.0429084435154502e-8
6144	2.0439528729093954e-8	2.0429899773906842e-8
6152	2.043883336351281e-8	2.043082323976506e-8
6160	2.0436989028005542e-8	2.0431013088884643e-8
6168	2.0435439088299007e-8	2.0432395474176602e-8
6176	2.043589156357281e-8	2.0431134408089177e-8
6184	2.0437696458796524e-8	2.042986654659253e-8
6192	2.0438759397785222e-8	2.0428273996507585e-8
6200	2.043818002268266e-8	2.0430053084641122e-8
6208	2.0436454850443348e-8	2.043162609206439e-8
6216	2.0434735647153308e-8	2.0431963458490354e-8
6224	2.043479984045922e-8	2.043188310649802e-8
6232	2.043682331368455e-8	2.042967438447605e-8
6240	2.043848043202108e-8	2.0428645362491988e-8
6248	2.0438099491351798e-8	2.0429253568787668e-8
6256	2.0436366024648926e-8	2.0431119911989384e-8
6264	2.0434794492881558e-8	2.043231408121502e-8
6272	2.0434897218373866e-8	2.0432720422194366e-8
6280	2.0436771804253515e-8	2.0430834392416447e-8
6288	2.0438532476185447e-8	2.042866554331982e-8
6296	2.0438668580306896e-8	2.0429663240372902e-8
6304	2.043720229691465e-8	2.0431288236799534e-8
6312	2.0435451573628945e-8	2.0432024242706268e-8
6320	2.0435150397954348e-8	2.04324890910549e-8
6328	2.043690414595479e-8	2.0431825031969963e-8
6336	2.0438805473245843e-8	2.042981590011165e-8
6344	2.0439018276606293e-8	2.04302705394608e-8
6352	2.0437944067974e-8	2.0431700067421663e-8
6360	2.0436654625962895e-8	2.0432273472658203e-8
6368	2.0436257894654444e-8	2.0432319328237324e-8
6376	2.0437363240817882e-8	2.0431948527864273e-8
6384	2.0438884343674398e-8	2.043099558398668e-8
6392	2.0439030869476854e-8	2.043099955957638e-8
6400	2.0438123641223364e-8	2.0432220861901725e-8
6408	2.0437019784450728e-8	2.043248036469996e-8
6416	2.0436570755583424e-8	2.0431871010729035e-8
6424	2.043747895993286e-8	2.0431493944539765e-8
6432	2.0438677292052555e-8	2.0431896769716396e-8
6440	2.0438577471939997e-8	2.043151977274858e-8
6448	2.0437759031001786e-8	2.0432444187176606e-8
6456	2.043733141389602e-8	2.043228260833148e-8
6464	2.0437146735447427e-8	2.0432124886005602e-8
6472	2.043749528393712e-8	2.043161266265245e-8
6480	2.0438344688974655e-8	2.04308598696053e-8
6488	2.0438463809248908e-8	2.0431884899853465e-8
6496	2.0437553280802527e-8	2.0432349671290518e-8
6504	2.0436981754154302e-8	2.0432383509635306e-8
6512	2.04372647334112e-8	2.0431382646013476e-8
6520	2.0437965937584832e-8	2.0431987729415232e-8
6528	2.0438420597525164e-8	2.04318696010464e-8
6536	2.0438123309847362e-8	2.0430920741989083e-8
6544	2.0437298774517966e-8	2.0432140814142137e-8
6552	2.0436911930816028e-8	2.043286853854566e-8
6560	2.043733072143376e-8	2.043195990561058e-8
6568	2.043818195392547e-8	2.0431533898795915e-8
6576	2.043873128284673e-8	2.0431671674315933e-8
6584	2.0438301497459936e-8	2.0432117543804478e-8
6592	2.0437193339161857e-8	2.0432346722491375e-8
6600	2.043679000656132e-8	2.043235434986656e-8
6608	2.0437579818504622e-8	2.0432774354196683e-8
6616	2.0438508813922198e-8	2.04315017840331e-8
6624	2.04387167593053e-8	2.0431348344460994e-8
6632	2.0437975664030383e-8	2.043163868781539e-8
6640	2.043655035278312e-8	2.043315021792857e-8
6648	2.043591408753874e-8	2.043350501598218e-8
6656	2.043692246320918e-8	2.0432059242153554e-8
6664	2.0438267881174982e-8	2.0431273640870988e-8
6672	2.0438687545791428e-8	2.043079289892714e-8
6680	2.04377682393536e-8	2.0431639614579235e-8
6688	2.043619917599002e-8	2.0433059966971202e-8
6696	2.0435436597788937e-8	2.0434217628072385e-8
6704	2.0436477428186883e-8	2.04334210179142e-8
6712	2.0438178470117326e-8	2.0430760709292204e-8
6720	2.0438978924564736e-8	2.0430052017524544e-8
6728	2.0438316042892027e-8	2.043172026569435e-8
6736	2.0436589689035482e-8	2.0433089514386572e-8
6744	2.0435342481250786e-8	2.04342029529576e-8
6752	2.0436089866335343e-8	2.043413398451449e-8
6760	2.0437891644160773e-8	2.043218659274496e-8
6768	2.0438990016544015e-8	2.0430020242806012e-8
6776	2.0439033073272684e-8	2.043053852246892e-8
6784	2.043778192627871e-8	2.0433757384295505e-8
6792	2.0435917135216252e-8	2.043434183329977e-8
6800	2.043556827709579e-8	2.043402422732802e-8
6808	2.043732787609014e-8	2.0433517865107708e-8
6816	2.0438752229222156e-8	2.0431062661259676e-8
6824	2.04387436175986e-8	2.043015117775968e-8
6832	2.0437807415043853e-8	2.0432101438427208e-8
6840	2.0436099329659238e-8	2.043455783567861e-8
6848	2.0434947549815767e-8	2.0435036676737243e-8
6856	2.043590326022089e-8	2.0433710523415748e-8
6864	2.043772929751631e-8	2.043234226471623e-8
6872	2.0438547599105838e-8	2.0430942926429873e-8
6880	2.0437781493711706e-8	2.0430381978917348e-8
6888	2.0435945994137134e-8	2.0433705725254238e-8
6896	2.043437492850347e-8	2.0435091350872622e-8
6904	2.0434609469640434e-8	2.043509612799873e-8
6912	2.043650252752967e-8	2.043260434240301e-8
6920	2.0438466269487784e-8	2.0431487762448845e-8
6928	2.0438868206108136e-8	2.043027838415917e-8
6936	2.043722340026009e-8	2.0431929622563943e-8
6944	2.0435104775052588e-8	2.0435508910936965e-8
6952	2.0434647354895635e-8	2.0435742136290108e-8
6960	2.0436155936444893e-8	2.0433924461637613e-8
6968	2.0438310555407703e-8	2.04316556469645e-8
6976	2.0439212202858065e-8	2.0430102020428053e-8
6984	2.0437990289708797e-8	2.043108861204863e-8
6992	2.0435595960446035e-8	2.0434703299728245e-8
7000	2.0434242118227136e-8	2.0435891032924902e-8
7008	2.043532876408003e-8	2.0435131605653088e-8
7016	2.0437873338554132e-8	2.0432607842654633e-8
7024	2.0439555473671154e-8	2.043042591144141e-8
7032	2.04387950689131e-8	2.0430127540671406e-8
7040	2.0436049031613037e-8	2.0433219302719962e-8
7048	2.0433815862288517e-8	2.043625845997029e-8
7056	2.0434185750513383e-8	2.0435047549305544e-8
7064	2.0436566186144335e-8	2.0433672851182827e-8
7072	2.0439069691557314e-8	2.0430709382553288e-8
7080	2.0439435086984912e-8	2.042924789996085e-8
7088	2.0436751765715762e-8	2.043233517091699e-8
7096	2.0433514586601537e-8	2.043606479510767e-8
7104	2.0432850486382756e-8	2.0435693119268707e-8
7112	2.0435195676935986e-8	2.0433870202632828e-8
7120	2.0438365913889898e-8	2.043114153074252e-8
7128	2.043963222427154e-8	2.042914651524473e-8
7136	2.0437640592429314e-8	2.0430107750995362e-8
7144	2.0434108180807836e-8	2.04356607829919e-8
7152	2.0432551305814553e-8	2.0437230277549523e-8
7160	2.0434373482767397e-8	2.0433895684025995e-8
7168	2.043787391086419e-8	2.043128123151123e-8
7176	2.0440008912982802e-8	2.04283352582915e-8
7184	2.0438490626991375e-8	2.0430415912642824e-8
7192	2.0434324100901718e-8	2.043322825418906e-8
7200	2.0431569139037406e-8	2.0437467779240043e-8
7208	2.043273780711344e-8	2.0435996008273825e-8
7216	2.043619928503352e-8	2.0430887541271434e-8
7224	2.0439079551659113e-8	2.0427807145198312e-8
7232	2.0438980146511576e-8	2.0428863670960152e-8
7240	2.043532852056557e-8	2.0433331758456437e-8
7248	2.0431634613109483e-8	2.043613214733719e-8
7256	2.0431861508369428e-8	2.0436646753260103e-8
7264	2.043571603296417e-8	2.0431857086835374e-8
7272	2.043948667714267e-8	2.0427899455946937e-8
7280	2.044011961318574e-8	2.042740516008874e-8
7288	2.043708293493664e-8	2.0431441712020697e-8
7296	2.0433238287025818e-8	2.0435835756855575e-8
7304	2.0432354371560493e-8	2.0437205523082002e-8
7312	2.0435419210026123e-8	2.0433348702978196e-8
7320	2.0439498962013996e-8	2.042831665509121e-8
7328	2.044064622606685e-8	2.0427325506135693e-8
7336	2.0437849763183977e-8	2.0429963198492728e-8
7344	2.0433643813449168e-8	2.0434416383074108e-8
7352	2.0432096431478485e-8	2.043675548911011e-8
7360	2.0434933938899172e-8	2.0435478765847527e-8
7368	2.0439725040885008e-8	2.0429916435963733e-8
7376	2.0441890189026883e-8	2.0427858028779775e-8
7384	2.043961173989768e-8	2.0429660248524098e-8
7392	2.0435287738472665e-8	2.0433820443265108e-8
7400	2.0432963088312773e-8	2.0436619126274627e-8
7408	2.0434866889451968e-8	2.0435956381518867e-8
7416	2.0439312981333726e-8	2.0432060187948015e-8
7424	2.0442014332099758e-8	2.0428277425655693e-8
7432	2.0440389381004493e-8	2.0430159518599786e-8
7440	2.043587235951384e-8	2.0432762892588515e-8
7448	2.0432781492561194e-8	2.0436437435679942e-8
7456	2.0434147899683844e-8	2.0436520319104478e-8
7464	2.0438541993669635e-8	2.0432759852727508e-8
7472	2.044164384278964e-8	2.0429275329876977e-8
7480	2.0440933366951692e-8	2.0429847747125265e-8
7488	2.043718609696634e-8	2.043288322798798e-8
7496	2.0433528074392404e-8	2.0435623019288695e-8
7504	2.043361780701284e-8	2.0436801597091636e-8
7512	2.0437403664671815e-8	2.0433285545356187e-8
7520	2.044096399049952e-8	2.0429377395786856e-8
7528	2.0440907420924286e-8	2.0429555872311777e-8
7536	2.043774977332133e-8	2.0432655449090987e-8
7544	2.0434310636817444e-8	2.0435156426249982e-8
7552	2.043370282641932e-8	2.0436825587270826e-8
7560	2.043658127384597e-8	2.0434028126421185e-8
7568	2.043999732436057e-8	2.0429695486792972e-8
7576	2.0440641657475125e-8	2.0429061483784092e-8
7584	2.0438199460400564e-8	2.0431874926741388e-8
7592	2.0434993224159307e-8	2.043509457023186e-8
7600	2.043404487174837e-8	2.043646203878109e-8
7608	2.0436421054319432e-8	2.043407748139242e-8
7616	2.0439681428080473e-8	2.043105623215129e-8
7624	2.0440543898394356e-8	2.0429247958912705e-8
7632	2.0438440242357903e-8	2.0431068867803804e-8
7640	2.0435418909044982e-8	2.0434338262031113e-8
7648	2.0434005698804135e-8	2.0436262890855106e-8
7656	2.043570483701443e-8	2.043416882508067e-8
7664	2.043884135875071e-8	2.043085877847877e-8
7672	2.0440206300795544e-8	2.0430221476829607e-8
7680	2.0438710668542047e-8	2.0430757514666362e-8
7688	2.043587699720078e-8	2.043393590264238e-8
7696	2.0434401191792127e-8	2.043553101060558e-8
7704	2.043565318062219e-8	2.0433965365100295e-8
7712	2.0438157495688956e-8	2.0431223181675846e-8
7720	2.0439532881202018e-8	2.043019142204918e-8
7728	2.0438488098130217e-8	2.0430992509082392e-8
7736	2.0436025891652267e-8	2.0433875225320048e-8
7744	2.043455112917794e-8	2.043505246530964e-8
7752	2.0435613029956903e-8	2.0433779170264914e-8
7760	2.0437717235374726e-8	2.0431336698442355e-8
7768	2.0438645241479304e-8	2.0430234581488476e-8
7776	2.0437996937287953e-8	2.0431207402231365e-8
7784	2.0436098030098158e-8	2.0433178909670325e-8
7792	2.043467638952905e-8	2.0435402388096662e-8
7800	2.0435477903566104e-8	2.0433571478680793e-8
7808	2.043747991940645e-8	2.0431444151734983e-8
7816	2.043833148297947e-8	2.0430783201054103e-8
7824	2.043734321002532e-8	2.0431306820836684e-8
7832	2.04355438203042e-8	2.0432585440699482e-8
7840	2.0434159982282818e-8	2.0434997929485837e-8
7848	2.0434553824000514e-8	2.0434646376539216e-8
7856	2.0436442558727738e-8	2.0431370005617812e-8
7864	2.0437735012265698e-8	2.043090528136319e-8
7872	2.0436799111930717e-8	2.0431936221753533e-8
7880	2.0434350516260505e-8	2.0432306582746907e-8
7888	2.0432549231324344e-8	2.043363311060218e-8
7896	2.043292329436751e-8	2.04345127024755e-8
7904	2.0434877737421763e-8	2.0432754358862154e-8
7912	2.043654092748642e-8	2.0430562431651926e-8
7920	2.0436236585308373e-8	2.0431376991909873e-8
7928	2.0433960833285517e-8	2.0432720275262075e-8
7936	2.0431672624257725e-8	2.0433471561971496e-8
7944	2.0431906543872808e-8	2.0433275131122867e-8
7952	2.0434356008176717e-8	2.0432942151880948e-8
7960	2.0436727825107515e-8	2.0431234505610475e-8
7968	2.043720906995126e-8	2.0429803033228724e-8
7976	2.0435679099238167e-8	2.043266280726305e-8
7984	2.0433500147972238e-8	2.043356114141619e-8
7992	2.043304330644561e-8	2.0433834073929915e-8
8000	2.0434821080397677e-8	2.0431985236706384e-8
8008	2.0437159037334857e-8	2.043080970990063e-8
8016	2.0437914580978658e-8	2.0429807989276573e-8
8024	2.0436381436471886e-8	2.0431374925940035e-8
8032	2.0434060895791068e-8	2.0433360199391854e-8
8040	2.0433112706785974e-8	2.043455997580095e-8
8048	2.043428008915562e-8	2.0432488680053416e-8
8056	2.0436239726357532e-8	2.0430192064186155e-8
8064	2.043713906572713e-8	2.0429667702624836e-8
8072	2.0435815927499306e-8	2.0431143667043067e-8
8080	2.0433281404748267e-8	2.0433178945699725e-8
8088	2.0432300164868058e-8	2.043403846875485e-8
8096	2.043364910130603e-8	2.0433496803521564e-8
8104	2.0435892904448252e-8	2.0430331844010077e-8
8112	2.043712410620261e-8	2.0429637656401127e-8
8120	2.043609681503182e-8	2.0430869540122514e-8
8128	2.043349302360419e-8	2.0432859895722995e-8
8136	2.043194442156329e-8	2.043487222311264e-8
8144	2.043297587963892e-8	2.0432847263945547e-8
8152	2.0435449732061355e-8	2.043111015011941e-8
8160	2.0437135670078182e-8	2.0429295461518202e-8
8168	2.043643351253131e-8	2.0430040893927875e-8
8176	2.0433899366755612e-8	2.0432888505214577e-8
8184	2.043194258436109e-8	2.043413771364062e-8
8192	2.0432569043966287e-8	2.043454486065031e-8
