# Kick-error systematic/fluctuation split, 81x81 field grid +-4 sigma,
# median over field points, normalized by peak exact kick.
# R independent source realizations per row.
family	grid	deposit	n_macro	R	bias	fluctuation	total_median	bias_floor_bootstrap	bias_floor_rayleigh	bias_floor_bootstrap_uncentered
round	64	CIC	100000	100	0.00045675893347795393	0.001330777912270679	0.0011936279864457767	0.00010189723229564527	0.00011079452872877678	0.00011641512814921753
round	64	TSC	100000	100	0.0005105880685484285	0.0013103522707147621	0.0011873331634015254	0.00010059031410211805	0.0001090939825224535	0.00011799191091558468
round	128	CIC	100000	100	0.00013297949510314943	0.0013981307225843752	0.0011752183377346688	0.00010753412940225769	0.00011640201800888654	0.00010986564266782985
round	128	TSC	100000	100	0.00013984466154609947	0.001386233077958662	0.0011662293169074842	0.00010661454331749453	0.00011541147411938123	0.00011000897789487305
round	256	CIC	100000	100	8.872314950254855e-5	0.0014625928381227329	0.0012178294777783374	0.00011244511473125938	0.00012176884116253054	0.00011348035735965907
round	256	TSC	100000	100	8.740005064589062e-5	0.0014530553014522418	0.0012060383490008046	0.00011154004751319738	0.00012097478914912025	0.00011249336204669627
flat11	64	CIC	100000	100	0.0014408090515550848	0.0025810314051745373	0.0025555066613226	0.00017452702070569817	0.0002148849597920893	0.0002242231188350649
flat11	64	TSC	100000	100	0.0019767296644766304	0.0024850390660206196	0.0027756372613956417	0.00016915534451883288	0.00020689307333224852	0.00023590958391239296
flat11	128	CIC	100000	100	0.0004551083712032459	0.0028552928173354373	0.0024547168224259507	0.00019301338599949573	0.00023771872012780723	0.0002015107646936171
flat11	128	TSC	100000	100	0.0005374145221182143	0.002800974965680388	0.0024170120029585276	0.000189380920636007	0.0002331964623414481	0.00019979702429618712
flat11	256	CIC	100000	100	0.00027832027417986835	0.003050261213512685	0.002585900827760146	0.0002080394403869835	0.000253950903854546	0.00021051056073505882
flat11	256	TSC	100000	100	0.00029081094725210256	0.003007167066924897	0.002561282271113218	0.00020497743742908965	0.0002503630808089892	0.00020894879183917814
