turn	ele_ex	ele_ey	pro_ex	pro_ey
5712	2.25819841e-08	1.67875317e-09	1.13474114e-08	1.01595453e-09
5728	2.25939595e-08	1.67915349e-09	1.13474332e-08	1.01567292e-09
5744	2.25680978e-08	1.68122885e-09	1.13447908e-08	1.01566175e-09
5760	2.26458673e-08	1.68529181e-09	1.13449889e-08	1.01558745e-09
5776	2.25894830e-08	1.68676165e-09	1.13481131e-08	1.01547700e-09
5792	2.26098666e-08	1.68758628e-09	1.13443292e-08	1.01614482e-09
5808	2.26493213e-08	1.68822707e-09	1.13451636e-08	1.01551532e-09
5824	2.26602930e-08	1.68986996e-09	1.13459269e-08	1.01547891e-09
5840	2.26399849e-08	1.69313307e-09	1.13456546e-08	1.01622166e-09
5856	2.26474112e-08	1.69227360e-09	1.13460500e-08	1.01548357e-09
5872	2.26594071e-08	1.69200353e-09	1.13434001e-08	1.01557640e-09
5888	2.26177393e-08	1.69271222e-09	1.13419988e-08	1.01604880e-09
5904	2.25991960e-08	1.69401417e-09	1.13463775e-08	1.01586083e-09
5920	2.25803267e-08	1.69449123e-09	1.13466337e-08	1.01587841e-09
5936	2.25977779e-08	1.69477176e-09	1.13455671e-08	1.01581599e-09
5952	2.25520227e-08	1.69406544e-09	1.13450328e-08	1.01578692e-09
5968	2.25339738e-08	1.69472753e-09	1.13448160e-08	1.01585124e-09
5984	2.25313370e-08	1.69491765e-09	1.13461131e-08	1.01623228e-09
6000	2.25129416e-08	1.69161888e-09	1.13484090e-08	1.01569630e-09
6016	2.25526082e-08	1.69226521e-09	1.13490713e-08	1.01533287e-09
6032	2.25562245e-08	1.69365408e-09	1.13499083e-08	1.01654335e-09
6048	2.25799304e-08	1.69121367e-09	1.13519358e-08	1.01593155e-09
6064	2.25627662e-08	1.69180189e-09	1.13526205e-08	1.01613012e-09
6080	2.25713892e-08	1.69106216e-09	1.13497331e-08	1.01590082e-09
6096	2.25882508e-08	1.69140905e-09	1.13468351e-08	1.01587214e-09
6112	2.25459893e-08	1.69126344e-09	1.13438193e-08	1.01613735e-09
6128	2.26026649e-08	1.69036367e-09	1.13474326e-08	1.01575025e-09
6144	2.26215501e-08	1.69138375e-09	1.13508355e-08	1.01611206e-09
6160	2.26191962e-08	1.68860865e-09	1.13492948e-08	1.01554770e-09
6176	2.26141684e-08	1.68649188e-09	1.13471631e-08	1.01612996e-09
6192	2.25353510e-08	1.68684360e-09	1.13471993e-08	1.01544875e-09
6208	2.25604956e-08	1.68747623e-09	1.13464538e-08	1.01619090e-09
6224	2.25615002e-08	1.69165850e-09	1.13457251e-08	1.01589228e-09
6240	2.25444472e-08	1.69530637e-09	1.13496169e-08	1.01590742e-09
6256	2.25361114e-08	1.69326142e-09	1.13512195e-08	1.01637141e-09
6272	2.25194275e-08	1.69628022e-09	1.13517765e-08	1.01584381e-09
6288	2.25388332e-08	1.69506149e-09	1.13487534e-08	1.01615397e-09
6304	2.25806897e-08	1.69894789e-09	1.13467798e-08	1.01617042e-09
6320	2.25470426e-08	1.69755373e-09	1.13486114e-08	1.01572547e-09
6336	2.26036993e-08	1.69842952e-09	1.13493627e-08	1.01601468e-09
6352	2.26542737e-08	1.69766859e-09	1.13466943e-08	1.01599447e-09
6368	2.26305196e-08	1.69421953e-09	1.13463903e-08	1.01577893e-09
6384	2.26818086e-08	1.69485024e-09	1.13451286e-08	1.01617465e-09
6400	2.27060931e-08	1.69616661e-09	1.13471200e-08	1.01569397e-09
6416	2.26606971e-08	1.69345615e-09	1.13474005e-08	1.01593137e-09
6432	2.26977071e-08	1.69264864e-09	1.13467442e-08	1.01580680e-09
6448	2.26600790e-08	1.69141952e-09	1.13508514e-08	1.01549306e-09
6464	2.26407176e-08	1.69344283e-09	1.13510092e-08	1.01586168e-09
6480	2.26773109e-08	1.69411523e-09	1.13498977e-08	1.01568548e-09
6496	2.26507646e-08	1.69117507e-09	1.13488693e-08	1.01546053e-09
6512	2.26632797e-08	1.69050510e-09	1.13485777e-08	1.01593622e-09
6528	2.26684350e-08	1.69254263e-09	1.13487051e-08	1.01569583e-09
6544	2.26782425e-08	1.69019953e-09	1.13485498e-08	1.01558672e-09
6560	2.26668266e-08	1.68968958e-09	1.13456440e-08	1.01634580e-09
6576	2.26696278e-08	1.69204818e-09	1.13442704e-08	1.01559424e-09
6592	2.26749566e-08	1.69415017e-09	1.13482313e-08	1.01621750e-09
6608	2.27238667e-08	1.69366012e-09	1.13489231e-08	1.01577920e-09
6624	2.27437701e-08	1.69588523e-09	1.13466488e-08	1.01604566e-09
6640	2.27361055e-08	1.69410463e-09	1.13472941e-08	1.01611007e-09
6656	2.27502716e-08	1.69292094e-09	1.13491828e-08	1.01559798e-09
6672	2.27783768e-08	1.69278327e-09	1.13477081e-08	1.01617285e-09
6688	2.27843055e-08	1.69239368e-09	1.13468674e-08	1.01579950e-09
6704	2.28262850e-08	1.69134025e-09	1.13456002e-08	1.01608733e-09
6720	2.28739352e-08	1.69154901e-09	1.13449271e-08	1.01614403e-09
6736	2.28295482e-08	1.69233057e-09	1.13434735e-08	1.01602766e-09
6752	2.27916783e-08	1.69123448e-09	1.13453988e-08	1.01597588e-09
6768	2.27654901e-08	1.68980635e-09	1.13468784e-08	1.01614004e-09
6784	2.27210403e-08	1.68921384e-09	1.13463608e-08	1.01588673e-09
6800	2.27159954e-08	1.68632617e-09	1.13451150e-08	1.01607013e-09
6816	2.27300571e-08	1.68329850e-09	1.13458131e-08	1.01634436e-09
6832	2.27409276e-08	1.68213024e-09	1.13471840e-08	1.01607693e-09
6848	2.27262379e-08	1.68490091e-09	1.13455611e-08	1.01617341e-09
6864	2.27043224e-08	1.68501684e-09	1.13448087e-08	1.01594300e-09
6880	2.27516833e-08	1.68295911e-09	1.13465864e-08	1.01592514e-09
6896	2.28072275e-08	1.68308418e-09	1.13486889e-08	1.01611950e-09
6912	2.27696014e-08	1.68318919e-09	1.13487195e-08	1.01618871e-09
6928	2.27614092e-08	1.68377824e-09	1.13488022e-08	1.01608051e-09
6944	2.27315169e-08	1.68103681e-09	1.13502260e-08	1.01594589e-09
6960	2.27132024e-08	1.68207831e-09	1.13562071e-08	1.01626740e-09
6976	2.27192814e-08	1.68332840e-09	1.13560253e-08	1.01572107e-09
6992	2.27590633e-08	1.68268890e-09	1.13511180e-08	1.01641431e-09
7008	2.27226959e-08	1.68023936e-09	1.13452127e-08	1.01624667e-09
7024	2.27817050e-08	1.68213029e-09	1.13441748e-08	1.01603263e-09
7040	2.27795643e-08	1.68293275e-09	1.13489241e-08	1.01628175e-09
7056	2.28461181e-08	1.68190311e-09	1.13516575e-08	1.01631917e-09
7072	2.28080944e-08	1.68379768e-09	1.13502476e-08	1.01608591e-09
7088	2.27848066e-08	1.68431522e-09	1.13490208e-08	1.01636675e-09
7104	2.27754161e-08	1.68346332e-09	1.13494064e-08	1.01592572e-09
7120	2.27918499e-08	1.68123367e-09	1.13494931e-08	1.01603792e-09
7136	2.27774751e-08	1.68536649e-09	1.13506188e-08	1.01617893e-09
7152	2.27561070e-08	1.68171195e-09	1.13493395e-08	1.01581058e-09
7168	2.27029522e-08	1.68530469e-09	1.13474213e-08	1.01648338e-09
7184	2.27058626e-08	1.68369641e-09	1.13459457e-08	1.01620787e-09
7200	2.26832310e-08	1.68396871e-09	1.13473632e-08	1.01587375e-09
7216	2.26866189e-08	1.68603362e-09	1.13501957e-08	1.01633472e-09
7232	2.27421073e-08	1.68993528e-09	1.13488228e-08	1.01609842e-09
7248	2.27874583e-08	1.68864022e-09	1.13486051e-08	1.01616421e-09
7264	2.27931391e-08	1.69053927e-09	1.13507132e-08	1.01640357e-09
7280	2.27080066e-08	1.68897080e-09	1.13500496e-08	1.01575911e-09
7296	2.26941478e-08	1.68996908e-09	1.13482286e-08	1.01638483e-09
7312	2.26384887e-08	1.68675962e-09	1.13477327e-08	1.01611372e-09
7328	2.26413783e-08	1.68982456e-09	1.13470338e-08	1.01640032e-09
7344	2.26594366e-08	1.68958104e-09	1.13449920e-08	1.01634107e-09
7360	2.26447179e-08	1.68559900e-09	1.13451341e-08	1.01654423e-09
7376	2.26326297e-08	1.68618410e-09	1.13450910e-08	1.01615621e-09
7392	2.25928123e-08	1.68744522e-09	1.13479647e-08	1.01666346e-09
7408	2.25946535e-08	1.68622879e-09	1.13525133e-08	1.01651500e-09
7424	2.25799534e-08	1.68187479e-09	1.13487813e-08	1.01631240e-09
7440	2.25370208e-08	1.68040162e-09	1.13473716e-08	1.01664687e-09
7456	2.25309113e-08	1.67941610e-09	1.13495061e-08	1.01671980e-09
7472	2.25486030e-08	1.67674078e-09	1.13499372e-08	1.01607651e-09
7488	2.25672848e-08	1.68001316e-09	1.13492090e-08	1.01673122e-09
7504	2.25464316e-08	1.68422537e-09	1.13499747e-08	1.01653555e-09
7520	2.25115619e-08	1.68499473e-09	1.13493596e-08	1.01646567e-09
7536	2.24861687e-08	1.68957265e-09	1.13490529e-08	1.01646805e-09
7552	2.24918930e-08	1.68966162e-09	1.13488609e-08	1.01651456e-09
7568	2.25308261e-08	1.68375516e-09	1.13507389e-08	1.01625833e-09
7584	2.25975591e-08	1.68625810e-09	1.13507047e-08	1.01701401e-09
7600	2.26189172e-08	1.68231979e-09	1.13508330e-08	1.01679663e-09
7616	2.26369006e-08	1.68441557e-09	1.13517814e-08	1.01672041e-09
7632	2.26679764e-08	1.68416457e-09	1.13523687e-08	1.01664295e-09
7648	2.26729216e-08	1.68501417e-09	1.13498581e-08	1.01717049e-09
7664	2.26790400e-08	1.68600684e-09	1.13449745e-08	1.01665873e-09
7680	2.26564617e-08	1.68782532e-09	1.13476016e-08	1.01661411e-09
7696	2.26658672e-08	1.68741989e-09	1.13532113e-08	1.01672350e-09
7712	2.26593364e-08	1.68601657e-09	1.13514965e-08	1.01657357e-09
7728	2.26798804e-08	1.68522858e-09	1.13496040e-08	1.01686625e-09
7744	2.26486705e-08	1.68498558e-09	1.13500223e-08	1.01677843e-09
7760	2.26329753e-08	1.68210546e-09	1.13518911e-08	1.01655783e-09
7776	2.26503469e-08	1.67980268e-09	1.13521652e-08	1.01706204e-09
7792	2.26172039e-08	1.68022081e-09	1.13509338e-08	1.01648181e-09
7808	2.25966529e-08	1.67968070e-09	1.13520678e-08	1.01697216e-09
7824	2.26078779e-08	1.67797262e-09	1.13485874e-08	1.01673628e-09
7840	2.25962387e-08	1.67333862e-09	1.13483204e-08	1.01674204e-09
7856	2.26738909e-08	1.67275649e-09	1.13501203e-08	1.01693973e-09
7872	2.26355613e-08	1.67584416e-09	1.13526212e-08	1.01677622e-09
7888	2.26673593e-08	1.67734355e-09	1.13506351e-08	1.01691326e-09
7904	2.27028419e-08	1.67578242e-09	1.13510633e-08	1.01679577e-09
7920	2.26840623e-08	1.67880161e-09	1.13506340e-08	1.01695034e-09
7936	2.26874209e-08	1.68258164e-09	1.13512570e-08	1.01691354e-09
7952	2.27230043e-08	1.68641798e-09	1.13490854e-08	1.01683825e-09
7968	2.27261561e-08	1.68825920e-09	1.13470413e-08	1.01684324e-09
7984	2.27581816e-08	1.68860240e-09	1.13514648e-08	1.01699613e-09
8000	2.27074973e-08	1.68783738e-09	1.13538176e-08	1.01679511e-09
8016	2.27440299e-08	1.68798282e-09	1.13500649e-08	1.01687978e-09
8032	2.27583896e-08	1.68780106e-09	1.13502235e-08	1.01727037e-09
8048	2.27661490e-08	1.68757084e-09	1.13522088e-08	1.01697721e-09
8064	2.27690028e-08	1.68617308e-09	1.13520905e-08	1.01721031e-09
8080	2.27789201e-08	1.68751877e-09	1.13540449e-08	1.01716497e-09
8096	2.27648728e-08	1.68334101e-09	1.13538578e-08	1.01669995e-09
8112	2.27592617e-08	1.68342228e-09	1.13524136e-08	1.01708000e-09
8128	2.27736946e-08	1.68101231e-09	1.13503349e-08	1.01712396e-09
8144	2.28112503e-08	1.68104582e-09	1.13505355e-08	1.01659564e-09
8160	2.28021601e-08	1.67907359e-09	1.13511417e-08	1.01699348e-09
8176	2.27967354e-08	1.67823677e-09	1.13488863e-08	1.01700298e-09
