# Kick-error systematic/fluctuation split, 81x81 field grid +-4 sigma,
# median over field points, normalized by peak exact kick.
# R independent source realizations per row.
family	grid	deposit	n_macro	R	bias	fluctuation	total_median	bias_floor_bootstrap	bias_floor_rayleigh	bias_floor_bootstrap_uncentered
round	64	CIC	100000	100	0.0004641439470905113	0.0013606167807667941	0.0012167454823465622	0.00010560814766890474	0.00011327877748459367	0.0001221058278021494
round	64	TSC	100000	100	0.0005117081908598846	0.001344331075982193	0.0012151272448717343	0.00010432145386746769	0.00011192290362315641	0.00012519011209979013
round	128	CIC	100000	100	0.000152516563626187	0.0014167214604374847	0.001187020845836407	0.00010867486059076468	0.00011794979846132957	0.00011168821198048738
round	128	TSC	100000	100	0.0001616768872719214	0.00141022075177457	0.0011751454635143502	0.00010818533359205067	0.00011740857896401932	0.00011068382210823739
round	256	CIC	100000	100	0.0001099521037942258	0.0014840971808561488	0.001239466655133664	0.00011385052127628034	0.00012355919513279263	0.00011465423523812603
round	256	TSC	100000	100	0.00011063501944880097	0.0014717369721315013	0.0012292209819724808	0.00011297209303489994	0.00012253014025593494	0.00011428059848294495
flat11	64	CIC	100000	100	0.0014630528854046154	0.002599720881196821	0.0026508510893953605	0.00017263632396316198	0.00021644096073633666	0.00021987808147597707
flat11	64	TSC	100000	100	0.0019772305140233013	0.002512920747130427	0.0028645656477410994	0.00016715378725976429	0.00020921437554972838	0.00023785041401516211
flat11	128	CIC	100000	100	0.0004025662470275999	0.002859260884545464	0.0024017066811869523	0.00019051149451576588	0.00023804908339311636	0.00019722956977930023
flat11	128	TSC	100000	100	0.0005098099070242313	0.0028085311540194473	0.002385913189566029	0.00018630065982297949	0.0002338255562858941	0.00019593351707882696
flat11	256	CIC	100000	100	0.00018239507168088114	0.0030419032683627997	0.0025243640770104886	0.000205238114674307	0.00025325505927711205	0.00020817676697973186
flat11	256	TSC	100000	100	0.0001907961066728879	0.003003804639566416	0.0024901597743281303	0.00020237848612003254	0.0002500831403687906	0.00020680415984208338
