# Kick-error systematic/fluctuation split, 81x81 field grid +-4 sigma,
# median over field points, normalized by peak exact kick.
# R independent source realizations per row.
family	grid	deposit	n_macro	R	bias	fluctuation	total_median	bias_floor_bootstrap	bias_floor_rayleigh	bias_floor_bootstrap_uncentered
round	64	CIC	100000	100	0.00045834260336361963	0.0013921058015235867	0.0012067643762830806	0.00011315769131438905	0.00011590041042778448	0.0001206407103992721
round	64	TSC	100000	100	0.0005078019647995685	0.001376999292614175	0.001206455178575079	0.00011160505988571718	0.00011464271106268192	0.00012217286073439823
round	128	CIC	100000	100	0.00017111568301306438	0.0014540047026402518	0.0012013070729086216	0.00011727333554939209	0.00012105383198281188	0.00011836155398033826
round	128	TSC	100000	100	0.00017838531355786355	0.0014437923666983342	0.0011878111880500755	0.00011652699208722125	0.00012020359924489837	0.00011739007663373296
round	256	CIC	100000	100	0.00013007650251072278	0.0015209489355030397	0.001252814661103688	0.00012197162016092657	0.00012662730495884475	0.00012219814096652495
round	256	TSC	100000	100	0.0001301001817603798	0.0015102761739870685	0.0012454426446267888	0.00012115863062888019	0.00012573873927745392	0.00012164678687268437
flat11	64	CIC	100000	100	0.0013156692981756203	0.002586970647075299	0.0024947437174489	0.00018367905740083296	0.0002153794341152153	0.00022084525005632512
flat11	64	TSC	100000	100	0.001825490290635521	0.002506618277038028	0.0026808897636600945	0.00017899969359705335	0.00020868966049601736	0.00023937521655461284
flat11	128	CIC	100000	100	0.00038503999553783955	0.002854279443633236	0.002435084014943338	0.0002007218564971217	0.00023763435123294786	0.0002069164735507152
flat11	128	TSC	100000	100	0.00046313582744041565	0.002800021853975338	0.002387688217735499	0.00019788536167032937	0.00023311711058694934	0.00020592320799643838
flat11	256	CIC	100000	100	0.00023991057459597234	0.0030647756797337385	0.00256618787795485	0.00021384475533836584	0.0002551593124326291	0.00021831890949421763
flat11	256	TSC	100000	100	0.0002391069870774184	0.0030292170875813344	0.0025258700042120425	0.00021252536114589092	0.0002521988654463531	0.00021581140853774177
