# Kick-error systematic/fluctuation split, 81x81 field grid +-4 sigma,
# median over field points, normalized by peak exact kick.
# R independent source realizations per row.
family	grid	deposit	n_macro	R	bias	fluctuation	total_median	bias_floor_bootstrap	bias_floor_rayleigh	bias_floor_bootstrap_uncentered
round	64	CIC	100000	100	0.0004808384734753768	0.0013417716906208837	0.0012029779008036344	0.00010251412723475317	0.00011170982081472765	0.00011535223936688412
round	64	TSC	100000	100	0.0005211693905667259	0.0013265159712594747	0.0011990435541027317	0.00010140468834500027	0.00011043969886464076	0.00011691615950561548
round	128	CIC	100000	100	0.0001701241182186414	0.001407433501582503	0.0011829351538972005	0.00010750218221915356	0.00011717652516403376	0.00010764918343002087
round	128	TSC	100000	100	0.00017750768285710838	0.0013962242915516634	0.0011694199034787804	0.00010605998954248488	0.00011624329721417271	0.0001074666288554668
round	256	CIC	100000	100	0.00011877062383506065	0.0014672644204694746	0.0012243759095224996	0.00011204451120336645	0.00012215777590494881	0.0001124836239106652
round	256	TSC	100000	100	0.00011920055261258903	0.0014555050130750792	0.0012167528274360123	0.00011091596242618991	0.00012117874101988022	0.00011201874230789667
flat11	64	CIC	100000	100	0.0013067025576328421	0.002574911332117738	0.0025580225890451795	0.00017432108931194365	0.00021437543028768327	0.0002031356092201881
flat11	64	TSC	100000	100	0.001817516775084192	0.0024879012256190033	0.002739027541561921	0.00016883465706989099	0.0002071313637493989	0.0002098515389377775
flat11	128	CIC	100000	100	0.000342194872666984	0.0028445361094095174	0.002418335818995432	0.0001936694935853598	0.0002368231654493471	0.000194100845172579
flat11	128	TSC	100000	100	0.00042328679943670676	0.0028075358674370826	0.002388266733556929	0.00019005793114436646	0.00023374269324253697	0.00019106561890006092
flat11	256	CIC	100000	100	0.00020558803822111007	0.0030105991967272344	0.002534882183324771	0.00020744626222171653	0.000250648824358292	0.0002094369357813054
flat11	256	TSC	100000	100	0.000206685912901817	0.0029712702015109362	0.0025133301442777697	0.00020432573004665208	0.00024737447072633917	0.0002069072990928755
