# Weak-strong-limit dynamical anchor at the compensated point (Sec 5.5)
# electron at 1e100 GeV, full production beamline, 400 turns
solver	pro_rms_x	pro_rms_px	pro_rms_y	pro_rms_py	pro_rms_z	pro_rms_pz
pic	9.492819972165683e-5	0.00011913143743253775	8.49686142002744e-6	0.00011854753325630989	0.059999999113672584	0.0006600000036803829
gaussian_weakstrong_map	9.493600413343727e-5	0.00011912486714691659	8.497157369089504e-6	0.00011854500830923459	0.05999999582451471	0.0006600000399311393
