source_slice	boundary_after_slice	z_boundary	grid_mode	jump_px_linear	jump_py_linear	jump_pz_linear	jump_px_quadratic	jump_py_quadratic	jump_pz_quadratic
4	3	-0.0012600865885489358	common_grid	2.1331547231637344e-9	1.9462854970676848e-8	0.5475107965221614	2.1306614116579905e-9	1.9457695153577847e-8	0.0009467223680751546
4	4	0.001260086588548935	common_grid	1.977057737226856e-9	1.6832781957203206e-8	0.5499421368699035	1.976394750663725e-9	1.6962578856000497e-8	0.0001456061389709436
4	3	-0.0012600865885489358	per_slice_grid	0.0013056556934659786	0.0011797187803259189	0.5701256883027905	NaN	NaN	NaN
4	4	0.001260086588548935	per_slice_grid	0.0022343734187817797	0.002395297014026151	0.5359169623255204	NaN	NaN	NaN
6	3	-0.0012600865885489358	common_grid	3.982327580180162e-9	2.9109939510072353e-8	0.047717671669555914	3.986912908864896e-9	2.903278247705285e-8	0.00038817276253893455
6	4	0.001260086588548935	common_grid	3.631902575485223e-9	2.6759488546357802e-8	0.04694922543214168	3.633220366298143e-9	2.674677090651631e-8	1.1457653439905689e-5
6	3	-0.0012600865885489358	per_slice_grid	0.0015677511622343523	0.0005941163223253597	0.04651180457060481	NaN	NaN	NaN
6	4	0.001260086588548935	per_slice_grid	0.002230465983753537	0.0012026623463656707	0.04669387527499062	NaN	NaN	NaN
