# Kick-error systematic/fluctuation split, 81x81 field grid +-4 sigma,
# median over field points, normalized by peak exact kick.
# R independent source realizations per row.
family	grid	deposit	n_macro	R	bias	fluctuation	total_median	bias_floor_bootstrap	bias_floor_rayleigh	bias_floor_bootstrap_uncentered
round	64	CIC	100000	100	0.0004703167906496296	0.001330762255686618	0.0011850919999866446	0.00010198179998705602	0.00011079322523265129	0.00011246329244522966
round	64	TSC	100000	100	0.0005179376236136797	0.0013168635562220625	0.0011884554818474716	0.00010046972153883663	0.00010963608259982022	0.00011210324037028648
round	128	CIC	100000	100	0.0001550847130857454	0.0013928661207928152	0.0011619455039211493	0.0001064238103117456	0.00011596371115913931	0.00010776842163068062
round	128	TSC	100000	100	0.0001628827477360317	0.0013809616630704915	0.0011545869632526413	0.00010511061973480708	0.00011497260004213406	0.0001067916736320029
round	256	CIC	100000	100	0.00011313470968355042	0.0014590868275299329	0.001210081621656393	0.00011108933386541216	0.0001214769466339502	0.00011221128802765504
round	256	TSC	100000	100	0.0001124381377582569	0.0014468226100061222	0.0012032742540419613	0.0001104994090143601	0.00012045588354878124	0.00011138419240191232
flat11	64	CIC	100000	100	0.0014194924558976658	0.002566664090663717	0.002537657917895481	0.0001755728053827334	0.0002136888023974957	0.00020376426704149847
flat11	64	TSC	100000	100	0.001948820975207571	0.002479339487455829	0.0028084482178379884	0.00016810679932060954	0.00020641855229067133	0.00020837667632820717
flat11	128	CIC	100000	100	0.00039718586808636986	0.0028304439725461896	0.0023329922207681215	0.00019107914802269038	0.0002356499180966842	0.0001980256454624638
flat11	128	TSC	100000	100	0.0004895447034943516	0.002776262556565009	0.002323468904565286	0.00018821501150124184	0.0002311390193252657	0.00019652743691224304
flat11	256	CIC	100000	100	0.00020908444254107256	0.0030230367886424966	0.002504079475779981	0.00020721629061831742	0.0002516843218083669	0.00020957517645919587
flat11	256	TSC	100000	100	0.00022561541547126107	0.002987413354352579	0.0024752362305818197	0.0002050956693579957	0.00024871847636003246	0.00020659068092844155
