# solver=pic plane=y turns=8192 n_macro=100000 records=8192
# q_bare=0.32 xi=0.005000000000000001
# q_sigma=0.319996520227176 q_pi=0.326028674649388 lambda=1.2064308844423997
tune	amp_sigma	amp_pi
0.0096435546875	3.767948430106226e-9	2.2022081035692294e-8
0.009765625	3.976337046060007e-9	1.1225385565950142e-7
0.0098876953125	1.332253952492132e-8	2.4343634752411037e-7
0.010009765625	1.704556645228657e-8	1.9173320121782336e-7
0.0101318359375	2.372698417384738e-9	5.770540136277972e-7
0.01025390625	1.3747683385384642e-8	7.235556690150338e-7
0.0103759765625	1.3314125346429265e-8	2.6631344022896824e-7
0.010498046875	1.529426498297784e-8	3.4163226273076166e-7
0.0106201171875	2.051937154141546e-8	1.2716156228322242e-7
0.0107421875	1.6189094520605267e-8	2.3409737190138753e-7
0.0108642578125	1.2450484796897617e-8	4.0904766935095284e-7
0.010986328125	9.316175336775549e-9	4.976152696912809e-7
0.0111083984375	9.986315753704697e-9	1.9124672328527563e-7
0.01123046875	1.6080739777798674e-8	2.522339961930573e-7
0.0113525390625	1.7614444331771388e-8	4.3737003463737114e-7
0.011474609375	1.2779725544204275e-8	7.191341268930712e-7
0.0115966796875	7.681523824818197e-9	9.081588625246954e-7
0.01171875	4.807194298841734e-9	8.050144309530445e-7
0.0118408203125	5.946987352953647e-9	5.774099365481007e-7
0.011962890625	1.576694068585037e-8	3.654153807999747e-7
0.0120849609375	1.7894014150300126e-8	4.6003281350598636e-7
0.01220703125	9.600053051401801e-9	6.385841097142311e-7
0.0123291015625	5.4983414996733905e-9	6.645092485633937e-7
0.012451171875	5.116669265970971e-9	4.4864855531816705e-8
0.0125732421875	4.83541437493735e-9	7.761176136708953e-7
0.0126953125	2.4861842602824443e-9	1.6996015503979202e-7
0.0128173828125	3.902101095913427e-9	4.4647226248810104e-7
0.012939453125	9.688629467184358e-9	7.905549410679166e-7
0.0130615234375	4.848619657064739e-9	1.2685689218591077e-6
0.01318359375	1.2074843532327584e-8	1.5278052342724506e-6
0.0133056640625	8.025287856157072e-9	1.6869230327321694e-6
0.013427734375	1.4532630840214684e-8	1.6505345813021615e-6
