# Kick-error systematic/fluctuation split, 81x81 field grid +-4 sigma,
# median over field points, normalized by peak exact kick.
# R independent source realizations per row.
family	grid	deposit	n_macro	R	bias	fluctuation	total_median	bias_floor_bootstrap	bias_floor_rayleigh	bias_floor_bootstrap_uncentered
round	64	CIC	100000	100	0.0004846640287260061	0.0013812989943699377	0.001242718848287992	0.00010673678615508006	0.00011500068471501824	0.0001165640853904896
round	64	TSC	100000	100	0.0005291119545892528	0.001361642197196083	0.0012504113878716982	0.00010581965482204918	0.0001133641490022498	0.00011729291602725657
round	128	CIC	100000	100	0.0001615539962631255	0.0014415387190136843	0.0012185995667028358	0.00011194896879203651	0.00012001597076772037	0.00011202742443851507
round	128	TSC	100000	100	0.00017098278435106424	0.0014323873179771488	0.0012042835265468905	0.0001106829781483938	0.00011925406665456827	0.00011138073458977004
round	256	CIC	100000	100	0.00011941769912299247	0.0015080174579103491	0.0012663737369300143	0.00011627796862655911	0.00012555068882895705	0.00011628078692997137
round	256	TSC	100000	100	0.00011799080786068089	0.001496212299972959	0.0012540630048569177	0.00011555877137041183	0.00012456784496133515	0.00011564300405836732
flat11	64	CIC	100000	100	0.0014821571760286361	0.0025511792294510977	0.0026216640068108333	0.00017450545168513584	0.00021239960313692536	0.00022782613577206347
flat11	64	TSC	100000	100	0.002006305926633869	0.002469961710903	0.0028539830161433922	0.000170574870655538	0.0002056378011795249	0.0002443997329086261
flat11	128	CIC	100000	100	0.0005002425119745046	0.0028042224420155924	0.002431243479988002	0.00018954525453818616	0.00023346683248119812	0.00020009217670344945
flat11	128	TSC	100000	100	0.0005816848736977355	0.0027636952927270306	0.0024072555645985386	0.000186209185942315	0.00023009272597947125	0.0002007387909980592
flat11	256	CIC	100000	100	0.0002621181425597823	0.003016648533233018	0.0025238253464968234	0.0002039032167827346	0.00025115246465852545	0.00020706296511119142
flat11	256	TSC	100000	100	0.00028528182107638046	0.002978626089641956	0.002502710252220172	0.00020044996678963354	0.00024798688858460326	0.0002050543616799672
