# Kick-error systematic/fluctuation split, 81x81 field grid +-4 sigma,
# median over field points, normalized by peak exact kick.
# R independent source realizations per row.
family	grid	deposit	n_macro	R	bias	fluctuation	total_median	bias_floor_bootstrap	bias_floor_rayleigh	bias_floor_bootstrap_uncentered
round	64	CIC	100000	100	0.0004752243056188395	0.0013636824329598285	0.001221602134417198	0.00010157901154584362	0.00011353400977154532	0.00011765617124093208
round	64	TSC	100000	100	0.0005184969738422067	0.0013443874017678248	0.0012198458797111978	0.00010066796380643174	0.0001119275930524119	0.00011946205543160735
round	128	CIC	100000	100	0.00014229710000444447	0.0014289309964900182	0.0011880757870050456	0.0001071227755348142	0.00011896630901539286	0.00010845860820715594
round	128	TSC	100000	100	0.00015154157887777882	0.0014169311306244878	0.001185841594452529	0.00010624231947061873	0.00011796725464943074	0.00010765865890926536
round	256	CIC	100000	100	9.359024732590245e-5	0.0014911643001006896	0.0012441658417641178	0.00011168974273486567	0.00012414757140425702	0.00011289573535141425
round	256	TSC	100000	100	9.460674139457789e-5	0.0014835767463145353	0.0012332631760326093	0.0001102677369809328	0.00012351586611505003	0.00011185710091671984
flat11	64	CIC	100000	100	0.001438751794789959	0.0024565518995253084	0.0024916878357592077	0.00016594209112457022	0.00020452136114979967	0.00021671140545745368
flat11	64	TSC	100000	100	0.0019503046090220625	0.0023687911226816525	0.0027011372740971705	0.00016024579154118199	0.00019721479720580294	0.00024321075994165452
flat11	128	CIC	100000	100	0.0003751397993784088	0.0027475144911776783	0.002289577546621749	0.00018484856710540164	0.00022874558588525717	0.00019146398388555442
flat11	128	TSC	100000	100	0.00046463927615508473	0.00269284099851042	0.002249053843168599	0.0001814607158743082	0.00022419371904243491	0.00018965107109530238
flat11	256	CIC	100000	100	0.00017735949495992435	0.0029704157154535446	0.002436752336040542	0.00020152353464670148	0.000247303330095614	0.00020258112612385785
flat11	256	TSC	100000	100	0.0001857196579253349	0.0029288017123849062	0.002411136410240389	0.0001990259184721322	0.0002438387370812615	0.00019893313628944283
