# Kick-error systematic/fluctuation split, 81x81 field grid +-4 sigma,
# median over field points, normalized by peak exact kick.
# R independent source realizations per row.
family	grid	deposit	n_macro	R	bias	fluctuation	total_median	bias_floor_bootstrap	bias_floor_rayleigh	bias_floor_bootstrap_uncentered
round	64	CIC	100000	100	0.00046526015243933687	0.0013559094998645753	0.0011931947049426373	0.0001028851792311158	0.00011288687064247798	0.00011682696224885297
round	64	TSC	100000	100	0.0005168013086914254	0.0013403382971786568	0.0011913557742429495	0.00010227570517293009	0.00011159048298273473	0.00011824622005057294
round	128	CIC	100000	100	0.00016399098789453411	0.0014097745575892499	0.0011793511710362031	0.0001070790773175046	0.00011737143086137332	0.00010871423053491562
round	128	TSC	100000	100	0.0001732300172420549	0.0014019384285610724	0.001166610395540238	0.00010672859604694058	0.00011671903032576975	0.00010816398738191072
round	256	CIC	100000	100	0.00011706623528182993	0.0014730477878450827	0.0012234607115560266	0.00011240477791087325	0.00012263927282260697	0.00011294386854005095
round	256	TSC	100000	100	0.00011638416239781757	0.0014617744160443278	0.001217127235679344	0.0001114481707504343	0.0001217007030550056	0.0001120443272563127
flat11	64	CIC	100000	100	0.0014776041573118354	0.002537234470882931	0.0026720434154197557	0.00017063294619140581	0.00021123862583218454	0.0002262465328094233
flat11	64	TSC	100000	100	0.002001741785496032	0.0024583105830129426	0.0028944495306481056	0.00016510523204470143	0.00020466778115451936	0.00024662573892400406
flat11	128	CIC	100000	100	0.00035974188764799646	0.002812725436365294	0.0023915205075963016	0.0001904197955576459	0.0002341747531966473	0.0001984130599392347
flat11	128	TSC	100000	100	0.00046908160162452515	0.0027658492950470696	0.0023713435531877275	0.0001861832707604874	0.00023027205843587054	0.00019729810586072383
flat11	256	CIC	100000	100	0.00022595785295337012	0.003034078250250987	0.0025338302304667507	0.00020576034321330476	0.00025260358378597383	0.00020878682514942733
flat11	256	TSC	100000	100	0.000230315226150301	0.00298797323870672	0.0024907807347569174	0.00020210151026734308	0.000248765089790108	0.00020693467005109245
