turn	ele_ex	ele_ey	pro_ex	pro_ey
5696	2.25613000e-08	1.67168600e-09	1.13848000e-08	1.01219500e-09
5712	2.25771200e-08	1.66978000e-09	1.13849900e-08	1.01218900e-09
5728	2.25652500e-08	1.66780300e-09	1.13860900e-08	1.01224900e-09
5744	2.25274600e-08	1.66615000e-09	1.13870500e-08	1.01264800e-09
5760	2.25816100e-08	1.66672000e-09	1.13868600e-08	1.01187500e-09
5776	2.25835400e-08	1.66291700e-09	1.13827400e-08	1.01275400e-09
5792	2.25948000e-08	1.66162300e-09	1.13791700e-08	1.01224100e-09
5808	2.25732800e-08	1.66257700e-09	1.13768000e-08	1.01245700e-09
5824	2.26107300e-08	1.66405100e-09	1.13803600e-08	1.01223000e-09
5840	2.26317500e-08	1.66364400e-09	1.13840900e-08	1.01261400e-09
5856	2.26097200e-08	1.66116000e-09	1.13851200e-08	1.01230000e-09
5872	2.25508600e-08	1.66246800e-09	1.13822400e-08	1.01227600e-09
5888	2.26023500e-08	1.66209300e-09	1.13832900e-08	1.01223800e-09
5904	2.26024300e-08	1.66519400e-09	1.13886400e-08	1.01259000e-09
5920	2.26452600e-08	1.66847700e-09	1.13864300e-08	1.01262000e-09
5936	2.26806700e-08	1.66920900e-09	1.13864700e-08	1.01206900e-09
5952	2.27062400e-08	1.66649900e-09	1.13842300e-08	1.01275500e-09
5968	2.26605700e-08	1.66608200e-09	1.13832800e-08	1.01233600e-09
5984	2.26175800e-08	1.66594500e-09	1.13828700e-08	1.01267600e-09
6000	2.25877000e-08	1.67118400e-09	1.13827800e-08	1.01230300e-09
6016	2.26249600e-08	1.67138100e-09	1.13839300e-08	1.01208800e-09
6032	2.26635400e-08	1.67219200e-09	1.13857000e-08	1.01254600e-09
6048	2.26766600e-08	1.67372800e-09	1.13850300e-08	1.01275000e-09
6064	2.26520500e-08	1.67243700e-09	1.13862800e-08	1.01210800e-09
6080	2.26376800e-08	1.66892900e-09	1.13835400e-08	1.01237200e-09
6096	2.26429500e-08	1.66897800e-09	1.13811300e-08	1.01213500e-09
6112	2.26496800e-08	1.67148600e-09	1.13811800e-08	1.01239500e-09
6128	2.26662900e-08	1.67481600e-09	1.13855700e-08	1.01216400e-09
6144	2.26841200e-08	1.67282900e-09	1.13874300e-08	1.01258800e-09
6160	2.26031000e-08	1.67404400e-09	1.13860300e-08	1.01236600e-09
6176	2.26622700e-08	1.67072900e-09	1.13836100e-08	1.01227300e-09
6192	2.26684200e-08	1.67016200e-09	1.13829600e-08	1.01285600e-09
6208	2.26008400e-08	1.66886100e-09	1.13873800e-08	1.01257600e-09
6224	2.26181000e-08	1.66914100e-09	1.13883700e-08	1.01239000e-09
6240	2.26519100e-08	1.66948000e-09	1.13838900e-08	1.01230500e-09
6256	2.26419500e-08	1.66996600e-09	1.13817100e-08	1.01224700e-09
6272	2.26355900e-08	1.66931300e-09	1.13785700e-08	1.01285100e-09
6288	2.26977600e-08	1.66500500e-09	1.13825000e-08	1.01233700e-09
6304	2.26951200e-08	1.66694300e-09	1.13845200e-08	1.01224500e-09
6320	2.26911500e-08	1.66397400e-09	1.13862000e-08	1.01243200e-09
6336	2.26882600e-08	1.66491000e-09	1.13866900e-08	1.01237000e-09
6352	2.27005400e-08	1.66278600e-09	1.13854900e-08	1.01240600e-09
6368	2.27097200e-08	1.66373200e-09	1.13874900e-08	1.01266100e-09
6384	2.27260000e-08	1.66203700e-09	1.13891600e-08	1.01211400e-09
6400	2.27420000e-08	1.66125200e-09	1.13861600e-08	1.01288400e-09
6416	2.27385800e-08	1.66208000e-09	1.13850500e-08	1.01219900e-09
6432	2.27295500e-08	1.66379000e-09	1.13846800e-08	1.01245200e-09
6448	2.27354400e-08	1.66414200e-09	1.13868400e-08	1.01257700e-09
6464	2.27503000e-08	1.66717700e-09	1.13906600e-08	1.01213500e-09
6480	2.27845100e-08	1.66857600e-09	1.13875800e-08	1.01302500e-09
6496	2.28048300e-08	1.67129400e-09	1.13851500e-08	1.01233300e-09
6512	2.27854700e-08	1.67155100e-09	1.13846500e-08	1.01233900e-09
6528	2.28002500e-08	1.67251200e-09	1.13885300e-08	1.01259800e-09
6544	2.27614800e-08	1.67192000e-09	1.13877500e-08	1.01218100e-09
6560	2.27228500e-08	1.67045200e-09	1.13863300e-08	1.01284600e-09
6576	2.27423700e-08	1.67172100e-09	1.13840300e-08	1.01292300e-09
6592	2.27409700e-08	1.66980500e-09	1.13827000e-08	1.01241100e-09
6608	2.27241500e-08	1.66888300e-09	1.13816200e-08	1.01302400e-09
6624	2.27159200e-08	1.66640600e-09	1.13825900e-08	1.01227400e-09
6640	2.26612300e-08	1.66192300e-09	1.13837400e-08	1.01301100e-09
6656	2.26474600e-08	1.65986400e-09	1.13846500e-08	1.01269200e-09
6672	2.26237400e-08	1.66067500e-09	1.13837300e-08	1.01263700e-09
6688	2.26189400e-08	1.66235900e-09	1.13855600e-08	1.01267300e-09
6704	2.25940300e-08	1.66480100e-09	1.13874600e-08	1.01245800e-09
6720	2.25801600e-08	1.66775300e-09	1.13869900e-08	1.01278900e-09
6736	2.25911800e-08	1.66823400e-09	1.13858700e-08	1.01267000e-09
6752	2.25800900e-08	1.66839800e-09	1.13882100e-08	1.01267500e-09
6768	2.25793200e-08	1.66618200e-09	1.13872100e-08	1.01281300e-09
6784	2.25903300e-08	1.66854200e-09	1.13835000e-08	1.01289800e-09
6800	2.25738000e-08	1.66585700e-09	1.13869200e-08	1.01269600e-09
6816	2.25944400e-08	1.66977400e-09	1.13860600e-08	1.01289500e-09
6832	2.25681800e-08	1.66866200e-09	1.13844900e-08	1.01275200e-09
6848	2.25147400e-08	1.67248500e-09	1.13829900e-08	1.01290400e-09
6864	2.25237000e-08	1.67105100e-09	1.13851100e-08	1.01255400e-09
6880	2.25826100e-08	1.66966300e-09	1.13893500e-08	1.01300000e-09
6896	2.25919700e-08	1.67088900e-09	1.13880300e-08	1.01287100e-09
6912	2.25504600e-08	1.67110600e-09	1.13834900e-08	1.01309500e-09
6928	2.25379900e-08	1.66832100e-09	1.13853800e-08	1.01338200e-09
6944	2.25273300e-08	1.66881800e-09	1.13856500e-08	1.01237100e-09
6960	2.25751000e-08	1.66567700e-09	1.13889100e-08	1.01326300e-09
6976	2.25275800e-08	1.66465600e-09	1.13908800e-08	1.01290900e-09
6992	2.25440900e-08	1.66475400e-09	1.13888600e-08	1.01276500e-09
7008	2.25513500e-08	1.66606000e-09	1.13874400e-08	1.01297200e-09
7024	2.25842500e-08	1.66534800e-09	1.13886400e-08	1.01280100e-09
7040	2.25878700e-08	1.66724500e-09	1.13884600e-08	1.01279900e-09
7056	2.25769200e-08	1.66864600e-09	1.13852100e-08	1.01301100e-09
7072	2.26013400e-08	1.66421500e-09	1.13866600e-08	1.01298300e-09
7088	2.26240800e-08	1.66634100e-09	1.13868100e-08	1.01312800e-09
7104	2.26309200e-08	1.66734800e-09	1.13896400e-08	1.01281000e-09
7120	2.26215600e-08	1.66418100e-09	1.13899500e-08	1.01301500e-09
7136	2.26295900e-08	1.66587300e-09	1.13895600e-08	1.01281000e-09
7152	2.26880000e-08	1.66787700e-09	1.13893900e-08	1.01295000e-09
7168	2.26572200e-08	1.66774200e-09	1.13881900e-08	1.01293500e-09
7184	2.26612100e-08	1.66776900e-09	1.13890000e-08	1.01272600e-09
7200	2.26336000e-08	1.66844900e-09	1.13895400e-08	1.01317800e-09
7216	2.26353600e-08	1.67058400e-09	1.13876800e-08	1.01311100e-09
7232	2.27061300e-08	1.67404400e-09	1.13888400e-08	1.01295000e-09
7248	2.26908800e-08	1.67377300e-09	1.13936200e-08	1.01302400e-09
7264	2.26592800e-08	1.67649400e-09	1.13942000e-08	1.01285600e-09
7280	2.26383500e-08	1.67883500e-09	1.13918800e-08	1.01245800e-09
7296	2.26345500e-08	1.67645100e-09	1.13893600e-08	1.01271000e-09
7312	2.26583200e-08	1.67569300e-09	1.13889300e-08	1.01278800e-09
7328	2.26897900e-08	1.67348500e-09	1.13920300e-08	1.01304400e-09
7344	2.27326100e-08	1.67310000e-09	1.13920400e-08	1.01268900e-09
7360	2.27266000e-08	1.67011400e-09	1.13906800e-08	1.01314300e-09
7376	2.27205900e-08	1.67242200e-09	1.13892000e-08	1.01305300e-09
7392	2.27308200e-08	1.67392300e-09	1.13894300e-08	1.01293600e-09
7408	2.27417600e-08	1.66982600e-09	1.13927700e-08	1.01368000e-09
7424	2.27148900e-08	1.66868200e-09	1.13930000e-08	1.01278100e-09
7440	2.27069000e-08	1.66926300e-09	1.13889500e-08	1.01316400e-09
7456	2.26638000e-08	1.67064700e-09	1.13845600e-08	1.01285700e-09
7472	2.27070700e-08	1.67035100e-09	1.13845800e-08	1.01291300e-09
7488	2.27144500e-08	1.67008100e-09	1.13877700e-08	1.01342400e-09
7504	2.26848100e-08	1.66777100e-09	1.13905400e-08	1.01282200e-09
7520	2.26649100e-08	1.66878800e-09	1.13928400e-08	1.01336100e-09
7536	2.26217500e-08	1.67038800e-09	1.13919500e-08	1.01335200e-09
7552	2.26043300e-08	1.66780300e-09	1.13905100e-08	1.01348500e-09
7568	2.26005700e-08	1.66815400e-09	1.13903900e-08	1.01313700e-09
7584	2.25717100e-08	1.67044700e-09	1.13916600e-08	1.01339300e-09
7600	2.25501100e-08	1.66978200e-09	1.13925000e-08	1.01293800e-09
7616	2.25603600e-08	1.67057200e-09	1.13931400e-08	1.01341400e-09
7632	2.25395800e-08	1.66923100e-09	1.13923800e-08	1.01359300e-09
7648	2.25557000e-08	1.66716900e-09	1.13917500e-08	1.01324600e-09
7664	2.25056900e-08	1.67299600e-09	1.13916800e-08	1.01355300e-09
7680	2.24940900e-08	1.67264700e-09	1.13916900e-08	1.01328300e-09
7696	2.25060300e-08	1.67249300e-09	1.13902200e-08	1.01344900e-09
7712	2.24824400e-08	1.67008100e-09	1.13896000e-08	1.01344400e-09
7728	2.24509500e-08	1.66613300e-09	1.13909800e-08	1.01332500e-09
7744	2.24971800e-08	1.66469000e-09	1.13888800e-08	1.01364000e-09
7760	2.25478000e-08	1.66740700e-09	1.13867000e-08	1.01366100e-09
7776	2.25792700e-08	1.66994000e-09	1.13916700e-08	1.01295100e-09
7792	2.25459000e-08	1.67030100e-09	1.13944800e-08	1.01319700e-09
7808	2.25295500e-08	1.67508100e-09	1.13894300e-08	1.01358100e-09
7824	2.25012400e-08	1.67622100e-09	1.13899900e-08	1.01318100e-09
7840	2.24923700e-08	1.67537800e-09	1.13951800e-08	1.01361700e-09
7856	2.25410300e-08	1.67302700e-09	1.13950700e-08	1.01331600e-09
7872	2.25569700e-08	1.67177800e-09	1.13888300e-08	1.01336600e-09
7888	2.25391700e-08	1.67060400e-09	1.13864300e-08	1.01350400e-09
7904	2.25380900e-08	1.67038100e-09	1.13893500e-08	1.01334900e-09
7920	2.25382300e-08	1.67013700e-09	1.13929300e-08	1.01353500e-09
7936	2.25541800e-08	1.67034600e-09	1.13949000e-08	1.01363000e-09
7952	2.25818700e-08	1.67303200e-09	1.13982700e-08	1.01344100e-09
7968	2.26010100e-08	1.66908300e-09	1.13954300e-08	1.01357200e-09
7984	2.25984100e-08	1.67053900e-09	1.13922900e-08	1.01361100e-09
8000	2.25918000e-08	1.66483800e-09	1.13929400e-08	1.01387100e-09
8016	2.25931200e-08	1.65958500e-09	1.13923600e-08	1.01334200e-09
8032	2.26074700e-08	1.66575000e-09	1.13918200e-08	1.01341700e-09
8048	2.25921400e-08	1.66783200e-09	1.13930600e-08	1.01327800e-09
8064	2.25520900e-08	1.66739500e-09	1.13944800e-08	1.01328600e-09
8080	2.26127900e-08	1.66700100e-09	1.13926400e-08	1.01375100e-09
8096	2.26298300e-08	1.66730100e-09	1.13906800e-08	1.01354500e-09
8112	2.26337000e-08	1.66887500e-09	1.13915900e-08	1.01349000e-09
8128	2.26700000e-08	1.67163000e-09	1.13954200e-08	1.01350300e-09
8144	2.26650200e-08	1.67359300e-09	1.13929500e-08	1.01367700e-09
8160	2.26577700e-08	1.67396800e-09	1.13877800e-08	1.01326200e-09
8176	2.26227700e-08	1.67113400e-09	1.13890600e-08	1.01398600e-09
8192	2.26699400e-08	1.67069500e-09	1.13953700e-08	1.01339200e-09
