seed	aspect	turns	n_macro	Lambda_x	Lambda_y	q_sigma_x	q_sigma_y	xi_y
20260727	1.0	8192	100000	1.1990039144289977	1.2064308844423997	0.3100018030288964	0.319996520227176	0.005000000000000001
20260728	1.0	8192	100000	1.199554768308786	1.2056969816189753	0.3100018075668132	0.31999652085728364	0.005000000000000001
20260729	1.0	8192	100000	1.1932324063144373	1.2062151299366495	0.3100018009534643	0.3199965219424455	0.005000000000000001
